FormID: 0100683B	NVDLC02ZionCanyon	WRLD	 	Zion Canyon
FormID: 010111CB	NVDLC02LootAmmoBox02zGen07	CONT	 	Ammunition Box
FormID: 010111CC	NVDLC02LootClothesHouseCabinet01OldzGen01	CONT	 	Dresser
FormID: 010111CD	NVDLC02LootClothesHouseCabinet01OldzGen02	CONT	 	Dresser
FormID: 010111CE	NVDLC02LootClothesHouseCabinet01OldzGen03	CONT	 	Dresser
FormID: 010111CF	NVDLC02LootFilingCabinetzGen01	CONT	 	Filing Cabinet
FormID: 010111D0	NVDLC02LootFilingCabinetzGen02	CONT	 	Filing Cabinet
FormID: 010111D1	NVDLC02LootFilingCabinetzGen03	CONT	 	Filing Cabinet
FormID: 010111D2	NVDLC02LootFirstAidKitzGen01	CONT	 	First Aid Box
FormID: 010111D3	NVDLC02LootFirstAidKitzGen02	CONT	 	First Aid Box
FormID: 010111D4	NVDLC02LootFirstAidKitzGen03	CONT	 	First Aid Box
FormID: 010111D5	NVDLC02LootFirstAidKitzGen04	CONT	 	First Aid Box
FormID: 010111D6	NVDLC02LootFirstAidKitzGen05	CONT	 	First Aid Box
FormID: 010111D7	NVDLC02LootGunsFootlocker01zGen01	CONT	 	Gun Case
FormID: 010111D8	NVDLC02LootGunsFootlocker01zGen02	CONT	 	Gun Case
FormID: 010111D9	NVDLC02LootGunsFootlocker01zGen03	CONT	 	Gun Case
FormID: 010111DA	NVDLC02LootGunsFootlocker01zGen04	CONT	 	Gun Case
FormID: 010111DB	NVDLC02LootGunsFootlocker01zGen05	CONT	 	Gun Case
FormID: 010111DC	NVDLC02LootGunsHouseCabinetzGen01	CONT	 	Gun Cabinet
FormID: 010111DD	NVDLC02LootGunsHouseCabinetzGen02	CONT	 	Gun Cabinet
FormID: 010111DE	NVDLC02LootGunsHouseCabinetzGen03	CONT	 	Gun Cabinet
FormID: 010111DF	NVDLC02MetalBox01zGen01	CONT	 	Metal Box
FormID: 010111E0	NVDLC02MetalBox01zGen02	CONT	 	Metal Box
FormID: 010111E1	NVDLC02MetalBox01zGen03	CONT	 	Metal Box
FormID: 010111E2	NVDLC02MetalBox01zGen04	CONT	 	Metal Box
FormID: 010111E3	NVDLC02MetalBox01zGen05	CONT	 	Metal Box
FormID: 010111E4	NVDLC02SackzGen01	CONT	 	Sack
FormID: 010111E5	NVDLC02SackzGen02	CONT	 	Sack
FormID: 010111E6	NVDLC02SackzGen03	CONT	 	Sack
FormID: 010111E7	NVDLC02SackzGen04	CONT	 	Sack
FormID: 010111E8	NVDLC02SackzGen05	CONT	 	Sack
FormID: 010111E9	NVDLC02ReinforcedBoxzGen01	CONT	 	Crate
FormID: 010111EA	NVDLC02ReinforcedBoxzGen02	CONT	 	Crate
FormID: 010111EB	NVDLC02ReinforcedBoxzGen03	CONT	 	Crate
FormID: 010111EC	NVDLC02SackCampfireCRAFTINGzGen01	CONT	 	Campfire Sack
FormID: 010111ED	NVDLC02SackCampfireCRAFTINGzGen02	CONT	 	Campfire Sack
FormID: 010111EE	NVDLC02SackCampfireCRAFTINGzGen03	CONT	 	Campfire Sack
FormID: 010111EF	NVDLC02ShippingCratezGen01	CONT	 	Happy Trails Shipping Crate
FormID: 010111F0	NVDLC02ShippingCratezGen02	CONT	 	Happy Trails Shipping Crate
FormID: 010111F1	NVDLC02ShippingCratezGen03	CONT	 	Happy Trails Shipping Crate
FormID: 010111F2	NVDLC02SuitcasezGen01	CONT	 	Suitcase
FormID: 010111F3	NVDLC02SuitcasezGen02	CONT	 	Suitcase
FormID: 010111F4	NVDLC02SuitcasezGen03	CONT	 	Suitcase
FormID: 010111F5	NVDLC02ToolboxzGen01	CONT	 	Toolbox
FormID: 010111F6	NVDLC02ToolboxzGen02	CONT	 	Toolbox
FormID: 010111F7	NVDLC02ToolboxzGen03	CONT	 	Toolbox
FormID: 010111F8	NVDLC02WoodenCrateContainerzGen01	CONT	 	Wooden Crate
FormID: 010111F9	NVDLC02WoodenCrateContainerzGen02	CONT	 	Wooden Crate
FormID: 010111FA	NVDLC02WoodenCrateContainerzGen03	CONT	 	Wooden Crate
FormID: 010111FB	NVDLC02ToolboxzGen04	CONT	 	Toolbox
FormID: 010111FC	NVDLC02ToolboxzGen05	CONT	 	Toolbox
FormID: 010111FD	NVDLC02CrateTechGen01	CONT	 	Vault Footlocker
FormID: 010111FE	NVDLC02CrateTechGen02	CONT	 	Vault Footlocker
FormID: 010111FF	NVDLC02CrateTechGen03	CONT	 	Vault Footlocker
FormID: 01011200	NVDLC02DuffleBagzGen06	CONT	 	Duffle Bag
FormID: 01011201	NVDLC02DuffleBagzGen07	CONT	 	Duffle Bag
FormID: 01011202	NVDLC02SporeCarrierSap	ALCH	 	Spore Carrier Sap
FormID: 01011203	NVDLC02NoWaitMsg	MESG	 	Warning!
FormID: 01011205	NVDLC02BlackCoffeeAddCup	MGEF	 	Black Coffee Add Cup Effect
FormID: 01011207	NVDLC02DogHideBelt	RCPE	 	Dog Hide Belt
FormID: 01011208	NVDLC02CoyoteHideBelt	RCPE	 	Coyote Hide Belt
FormID: 01011209	NVDLC02GeckoHideBelt	RCPE	 	Gecko Hide Belt
FormID: 0101120A	NVDLC02FireGeckoHideBelt	RCPE	 	Fire Gecko Hide Belt
FormID: 0101120B	NVDLC02GoldenGeckoHideBelt	RCPE	 	Golden Gecko Hide Belt
FormID: 0101120C	NVDLC02GreenGeckoHideBelt	RCPE	 	Green Gecko Hide Belt
FormID: 0101124D	NVDLC02HelmetDesertRangerCombat	ARMO	 	Desert Ranger Combat Helmet
FormID: 010112F5	NVDLC02CompassModule	MISC	 	Compass Sensor Module
FormID: 010112F6	NVDLC02ReduceIntelligenceHostileBE	MGEF	 	Reduced Intelligence
FormID: 010112F8	CaveFungusPlant	ACTI	 	Cave Fungus
FormID: 010112F9	NVDLC02WastelandTequilaLarge	ALCH	 	Large Wasteland Tequila
FormID: 010112FC	NVDLC02RecipeWastelandTequilaLarge	RCPE	 	Large Wasteland Tequila
FormID: 01011300	NVDLC02AntivenomEffectNoMessage	MGEF	 	Cure Poison No Message
FormID: 01011304	NVDLC02CraftingOven01	ACTI	 	Hot Plate
FormID: 0101146C	NVDLC02NorthernPassageDoor	DOOR	 	Entrance
FormID: 01011470	NVDLC02NorthernPassageDoorEnter	DOOR	 	Entrance
FormID: 010114F2	NVDLC02TrapFaction	FACT	 	NVDLC02TrapFaction
FormID: 010114F6	NVDLC02TrapTripwire01	ACTI	 	Tripwire
FormID: 010114F7	NVDLC02TrapPressurePlate	ACTI	 	Pressure Plate
FormID: 01011523	NVDLC02FollowsChalkBighornerFaction	FACT	 	Faction to keep FC from attacking Bighorners
FormID: 010115D0	NVDLC02NorthernPassageExitDoor	DOOR	 	Door
FormID: 01011601	NVDLC02EncToggleCodeHolder	ACTI	 	Toggle The Show
FormID: 01011673	NVDLC02ZionArrivalWaitWarnCodeHolder	ACTI	 	Hold The Show
FormID: 010116AB	NVDLC02CrSpecialYaoGuaiSmall05	CREA	 	Yao Guai Cub
FormID: 010116AC	NVDLC02CrSpecialYaoGuaiSmall10	CREA	 	Yao Guai Cub
FormID: 010116AD	NVDLC02CrSpecialYaoGuaiMed18	CREA	 	Yao Guai
FormID: 010116DF	NVDLC02MQ04MarkerTrigger	ACTI	 	Gas Valve
FormID: 010116F3	NVDLC02DeadHorseStalkerFollowsChalk	ARMO	 	Dead Horses Stalker Armor
FormID: 010116F4	NVDLC02ChalkHeadressNPC	ARMO	 	Chalk's Headdress
FormID: 0101170C	NVDLC02ZionArrivalRickyBarkTrigger	ACTI	 	Barkie
FormID: 0101170D	NVDLC02ZionArrivalStellaBarkTrigger	ACTI	 	Barkie
FormID: 0101172E	NVDLC02BoneBreakersFaction	FACT	 	White Leg Pain Makers
FormID: 0101172F	NVDLC02PainMakersFaction	FACT	 	White Leg Pain Makers
FormID: 01011730	NVDLC02DarkDaturaAttackSpell	SPEL	 	Datura Poison Attack
FormID: 01011732	NVDLC02DarkDaturaAttackEffect	MGEF	 	Dark Datura Poisoned Attack
FormID: 01011733	NVDLC02DarkDaturaPoison	SPEL	 	Poison
FormID: 01011752	NVDLC02FloorSitReadMarker	FURN	 	Floor Sit
FormID: 01011756	NVDLC02NPCWeaponFaction	FACT	 	NPC-Only Weapon Users
FormID: 010117AB	NVDLC02DeathTracker	QUST	 	Tracker for starting MQ06 if key NPCs die.
FormID: 010117D4	NVDLC02MQ03cMSG	MESG	 	Explosives are Always Handy
FormID: 010117D6	NVDLC02YaoGuaiIntroForceTrigger	ACTI	 	Adjust The Show
FormID: 010117E9	NVDLC02MQ05TunnelMSG	MESG	 	Collapsing the Tunnel
FormID: 010117EA	NVDLC02EnchClothingDanielsOutfit	ENCH	 	Daniel's Outfit
FormID: 010117EB	NVDLC02EnchClothingSaltUponWoundsHelmet	ENCH	 	SUW's Helmet
FormID: 010117EE	NVDLC02EnchClothingParkRangerHat	ENCH	 	Park Ranger Hat
FormID: 010117F2	NVDLC02GhostOfSheShaderCodeHolder	ACTI	 	Shader Tyme
FormID: 010117F3	NVDLC02GhostOfSheCub	CREA	 	Yao Guai Cub
FormID: 01011800	NVDLC02SideQuestWarningMSG	MESG	 	No Going Back!
FormID: 01011968	NVDLC02MQ05ZionWLEnc	QUST	 	Zion Encounter Scripting for NVDLC02MQ05
FormID: 01011981	NVDLC02JoshGrahamGloveL	ARMA	 	JoshuaGrahamGloves
FormID: 01011983	NVDLC02EndingMarkerTrigger	ACTI	 	Ending Marker Trigger
FormID: 0101198F	NVDLC02MQ05PeaceCodeHolder	ACTI	 	Gas Valve
FormID: 010119A0	NVDLC02EncSpecialSporeCamp01Trigger	ACTI	 	Start The Show
FormID: 010119C7	NVDLC02JoshuaNarrowsForceGreetTrigger	ACTI	 	Gas Valve
FormID: 00031DAC	HereandNow	PERK	 	Here and Now
FormID: 001524B3	WeapNVMantisGauntlet	WEAP	 	Mantis Gauntlet
FormID: 00157A92	NorthernPassageINT	CELL	 	Northern Passage
FormID: 00038E0C	CaveFungus	ALCH	 	Cave Fungus
FormID: 000DA726	WastelandNV	WRLD	 	Mojave Wasteland
FormID: 01000800	WeapNVDLC00Faderator	WEAP	 	The Faderator
