GMST|0x6de1c|fCombatTeammateFollowRadiusMult|
ACRE|0x1013926|NVDLC01InitialVillaHarvester02REF|
ACRE|0x10127ac|NVDLC01HologramVendor1REF|
ACRE|0x100f3b0|StarletHologramVillaRef|
ACRE|0x100adaa|NVDLC01PostGalaVillaHarvester06Ref|
ACRE|0x1009240|NVDLC01VillaHologram01Ref|
CELL|0x1000bba||
CELL|0x1001f6d||
CELL|0x1001f6e||
CELL|0x1001f6f||
CELL|0x1001f70||
CELL|0x1001f71||
CELL|0x1001f72||
CELL|0x1001f73||
CELL|0x10036bd||
CELL|0x10036be||
CELL|0x10036bf||
CELL|0x10036c0||
CELL|0x10036c1||
CELL|0x100656a||
CELL|0x100656b||
CELL|0x100656c||
CELL|0x1008ee3||
CELL|0x1008ee4||
CELL|0x1008ee5||
CELL|0x1001f62||
CELL|0x1001f63||
CELL|0x1000bbb||
CELL|0x1000bbc||
CELL|0x1000baf||
LAND|0x1001d9d||
NAVM|0x1013da9||
NAVM|0x10134f6||
NAVM|0x101346b||
NAVM|0x1011f28||
NAVM|0x1011f25||
NAVM|0x100d7fd||
ACRE|0x101392a||
CELL|0x1000bb0||
LAND|0x1001d9e||
NAVM|0x1013365||
NAVM|0x1011f26||
NAVM|0x1011f21||
CELL|0x1000bb1||
LAND|0x1001d9f||
CELL|0x1000bb2||
LAND|0x1001da0||
NAVM|0x100dda9||
CELL|0x1000bb3||
LAND|0x1001da1||
CELL|0x1000bb4||
LAND|0x1001da2||
CELL|0x1000bb5||
LAND|0x1001da3||
NAVM|0x100ddaa||
CELL|0x1000bb6||
LAND|0x1001dc6||
NAVM|0x101346e||
CELL|0x1000bb7||
LAND|0x1001dd5||
NAVM|0x100d70a||
NAVM|0x100d709||
CELL|0x1000bb8||
LAND|0x1001df6||
CELL|0x1000bbd|NVDLC01fountain|
LAND|0x1001e18||
NAVM|0x1013da8||
NAVM|0x10134f8||
NAVM|0x10134f7||
NAVM|0x1012545||
NAVM|0x1011f27||
ACRE|0x1013927||
CELL|0x1001866||
CELL|0x1001867||
CELL|0x1001868||
CELL|0x1001869||
CELL|0x100186a||
CELL|0x100186b||
CELL|0x100186c||
CELL|0x100186d||
LAND|0x1001e19||
CELL|0x100186e||
LAND|0x1001e1a||
NAVM|0x1013470||
NAVM|0x100d70d||
ACRE|0x101392c||
ACRE|0x101392b||
CELL|0x100186f||
LAND|0x1001e1b||
NAVM|0x101346f||
NAVM|0x1012554||
NAVM|0x1012553||
NAVM|0x100d711||
NAVM|0x100d710||
NAVM|0x100d70f||
NAVM|0x100d70e||
NAVM|0x100d707||
ACRE|0x100522f|VillaHarvester01Ref|
CELL|0x1001870||
LAND|0x1001e1c||
CELL|0x1001871||
LAND|0x1001e1d||
CELL|0x1001872||
LAND|0x1001e1e||
CELL|0x1001873||
LAND|0x1001e1f||
NAVM|0x100d70b||
ACRE|0x101392d||
CELL|0x1001874||
LAND|0x1001e20||
CELL|0x1001d92||
LAND|0x1001e2b||
CELL|0x1001d93||
LAND|0x1001e2a||
CELL|0x1001d94||
LAND|0x1001e29||
NAVM|0x1013336||
NAVM|0x1011f23||
NAVM|0x100d801||
NAVM|0x100d7f5||
CELL|0x1001d95||
LAND|0x1001e28||
NAVM|0x1011f24||
NAVM|0x1011f22||
CELL|0x1001d96||
LAND|0x1001e27||
CELL|0x1001d97||
LAND|0x1001e26||
CELL|0x1001d98||
LAND|0x1001e25||
NAVM|0x1013338||
NAVM|0x1013337||
NAVM|0x100d7ff||
CELL|0x1001d99||
LAND|0x1001e24||
CELL|0x1001d9a||
LAND|0x1001e23||
CELL|0x1001d9b||
LAND|0x1001e22||
CELL|0x1001d9c||
LAND|0x1001e21||
CELL|0x1001e3e||
CELL|0x1001e3f||
CELL|0x1001e40||
CELL|0x1001e41||
CELL|0x1001f5d||
CELL|0x1001f5e||
CELL|0x1001f5f||
CELL|0x1001f60||
CELL|0x1001f61||
CELL|0x1001f65||
CELL|0x1001f66||
CELL|0x1001f74||
CELL|0x1001f75||
CELL|0x1001f76||
CELL|0x1001f77||
CELL|0x1001f78||
CELL|0x1001f79||
CELL|0x1001f7a||
CELL|0x10066a1||
CELL|0x100c5cc||
CELL|0x1001e3c||
CELL|0x1001e3d||
CELL|0x1001f64||
CELL|0x1001f67||
CELL|0x1001f68||
CELL|0x1001f69||
CELL|0x1001f6a||
CELL|0x1001f6b||
CELL|0x1001f6c||
CELL|0x1000bae||
LAND|0x1001e2c||
CELL|0x1001862||
CELL|0x1001863||
CELL|0x1001864||
LAND|0x1001e2d||
CELL|0x1001865||
LAND|0x1001e2e||
CELL|0x1001d8f||
LAND|0x1001e31||
CELL|0x1001d90||
LAND|0x1001e30||
CELL|0x1001d91||
LAND|0x1001e2f||
CELL|0x1007529||
CELL|0x100752a||
CELL|0x100752b||
CELL|0x10076b3||
CELL|0x10076b4||
CELL|0x1008c34||
CELL|0x1008c35||
WRLD|0x1001315|NVDLC01WestTownN|Puesta del Sol North
CELL|0x1001af6||
ACRE|0x1013b30|NVDLC01PostChristineGalaWTHarvester01REF|
ACRE|0x1013b2f|NVDLC01PostChristineGalaWTHarvester02REF|
ACRE|0x1012bf7|NVDLC01HologramVendor2REF|
ACRE|0x100aeed|wtFountainHolo|
ACRE|0x100583f|westTownCourtyardGuardN02|
ACRE|0x1005185|westTownCourtyardGuardN03|
ACRE|0x100a735|westTownShortcutGuard02|
ACHR|0x100e266|BlueEvilGuyREF|
ACRE|0x100a733|westTownShortcutGuard01|
ACRE|0x100a687|westTownPatrolRoofN|
ACRE|0x100a673|westTownPatrolC01|
ACRE|0x100a672|westTownPatrolC02|
ACRE|0x100583c|westTownPatrolA02|
ACRE|0x100583e|westTownPatrolA01|
CELL|0x1001331||
CELL|0x1001332||
LAND|0x100142e||
CELL|0x1001333||
LAND|0x100142d||
CELL|0x1001334||
LAND|0x10013e5||
NAVM|0x100dfb3||
ACRE|0x101392f||
CELL|0x1001335|WestTown|
LAND|0x10013ca||
NAVM|0x1013334||
NAVM|0x1012f4d||
NAVM|0x1012f4c||
NAVM|0x1012f4b||
NAVM|0x1012f47||
CELL|0x10033d2||
CELL|0x10059ed||
CELL|0x10059ee||
CELL|0x10059ef||
CELL|0x100a668||
CELL|0x100a669||
CELL|0x100a66a||
CELL|0x100a66b||
CELL|0x100a66c||
CELL|0x100a66d||
CELL|0x100a66e||
CELL|0x100c27b||
CELL|0x100c27c||
CELL|0x100c27d||
CELL|0x100c27e||
CELL|0x100c27f||
CELL|0x100c280||
CELL|0x100c281||
CELL|0x100c282||
CELL|0x100c283||
CELL|0x100c284||
CELL|0x100c285||
CELL|0x100c286||
CELL|0x100dccb||
CELL|0x100dccc||
CELL|0x100dccd||
CELL|0x100dcce||
CELL|0x100dccf||
CELL|0x1001329||
CELL|0x100132a||
CELL|0x100132b||
CELL|0x100132c||
LAND|0x100154c||
CELL|0x100132d||
CELL|0x100132e||
LAND|0x100151f||
CELL|0x100132f||
LAND|0x1001485||
NAVM|0x100dfb4||
CELL|0x1001330||
LAND|0x100142f||
CELL|0x1003d6c||
CELL|0x1003d6d||
LAND|0x10041ba||
CELL|0x100131c||
LAND|0x10041d3||
CELL|0x100131d||
LAND|0x1001626||
NAVM|0x1012f4e||
NAVM|0x1012f48||
NAVM|0x1012f44||
NAVM|0x1012f43||
ACRE|0x101392e||
CELL|0x100131e||
CELL|0x100131f||
CELL|0x1001320||
CELL|0x1001321||
CELL|0x1001322||
CELL|0x1001323||
LAND|0x1004391||
CELL|0x1001324||
LAND|0x1004422||
CELL|0x1001325||
CELL|0x1001326||
CELL|0x1001327||
CELL|0x1001328||
CELL|0x10059f0||
CELL|0x100c279||
CELL|0x100c27a||
CELL|0x100dcca||
CELL|0x1001316||
CELL|0x1001317||
LAND|0x1004454||
CELL|0x1001318||
LAND|0x1004456||
CELL|0x1001319||
LAND|0x1004458||
CELL|0x100131a||
LAND|0x1004632||
NAVM|0x1013f5f||
NAVM|0x1012f46||
CELL|0x100131b||
CELL|0x100221f||
CELL|0x1003d6b||
WRLD|0x1003575|NVDLC01EastTownS|Salida del Sol South
CELL|0x1003587||
ACRE|0x100f2f6|ETDogEatGhost01|
ACRE|0x100f2f5|ETDogEatGhost02|
ACRE|0x100c706|ETSGhost03|
ACRE|0x100d7be|ETSGhost07|
ACRE|0x100d7bf|ETSGhost08|
ACRE|0x100d81d|ETSGhost09|
ACRE|0x100d81c|ETSGhost11|
ACRE|0x100c850|ETSGhost06|
ACRE|0x100c84f|ETSGhost05|
ACRE|0x100d8d3|ETSGhost04|
ACRE|0x100c707|ETSGhost02|
ACRE|0x100c70c|ETSGhost01|
CELL|0x1003576||
LAND|0x10036bc||
CELL|0x1003577||
LAND|0x10036bb||
CELL|0x1003578||
LAND|0x10036ba||
CELL|0x100357b||
LAND|0x10036b9||
CELL|0x100357c||
LAND|0x10036b8||
CELL|0x100357d||
LAND|0x10036b7||
CELL|0x1003580||
LAND|0x10036b6||
CELL|0x1003581||
LAND|0x10036b5||
CELL|0x1003582||
LAND|0x10036b4||
NAVM|0x10132e7||
NAVM|0x100bbcd||
ACRE|0x100d8cd||
ACRE|0x100d8cc||
CELL|0x1003585||
LAND|0x10036b1||
CELL|0x1003586||
LAND|0x10036b0||
CELL|0x100359f|NVDLC01ETSouth|
LAND|0x10036a3||
NAVM|0x1013b4a||
NAVM|0x10132e8||
NAVM|0x10132e4||
NAVM|0x10132e3||
NAVM|0x100bbca||
ACRE|0x1013933||
CELL|0x1006863||
CELL|0x1006864||
CELL|0x1006865||
CELL|0x1006866||
CELL|0x1006867||
CELL|0x1006868||
CELL|0x1006869||
CELL|0x100686a||
CELL|0x100686b||
CELL|0x100686c||
CELL|0x100686d||
CELL|0x100686e||
CELL|0x100686f||
CELL|0x1009183||
CELL|0x1009184||
CELL|0x1009185||
CELL|0x1009186||
CELL|0x1009187||
CELL|0x1009188||
CELL|0x1009189||
CELL|0x100918a||
CELL|0x100918b||
CELL|0x100918c||
CELL|0x1003579||
CELL|0x100357a||
CELL|0x100357e||
CELL|0x100357f||
CELL|0x1003583||
LAND|0x10036b3||
CELL|0x1003584||
LAND|0x10036b2||
NAVM|0x10132e6||
NAVM|0x100bd14||
NAVM|0x100bbc7||
CELL|0x1003588||
LAND|0x10036af||
CELL|0x1003589|NVDLC01ETDogGala|
LAND|0x10036ae||
NAVM|0x10132e5||
NAVM|0x10132e2||
NAVM|0x1013075||
NAVM|0x100bd12||
NAVM|0x100bd0f||
ACRE|0x1013932||
CELL|0x100685a||
CELL|0x100685b||
CELL|0x100685c||
CELL|0x100685d||
CELL|0x100685e||
CELL|0x100685f||
CELL|0x1006860||
CELL|0x1006861||
CELL|0x1006862||
CELL|0x100c5f0||
CELL|0x100358a||
CELL|0x100358b||
CELL|0x100358c||
CELL|0x100358d||
CELL|0x100358e||
CELL|0x100358f||
LAND|0x10036ad||
CELL|0x1003590||
LAND|0x10036ac||
CELL|0x1003591||
LAND|0x10036ab||
CELL|0x1003594||
LAND|0x10036aa||
CELL|0x1003595||
LAND|0x10036a9||
CELL|0x1003596||
LAND|0x10036a8||
CELL|0x1003599||
LAND|0x10036a7||
CELL|0x100359a||
LAND|0x10036a6||
CELL|0x100359b||
LAND|0x10036a5||
CELL|0x100491d||
CELL|0x100684d||
CELL|0x100684e||
CELL|0x100684f||
CELL|0x1006850||
CELL|0x1006851||
CELL|0x1006852||
CELL|0x1006853||
CELL|0x1006854||
CELL|0x1006855||
CELL|0x1006856||
CELL|0x1006857||
CELL|0x1006858||
CELL|0x1006859||
CELL|0x1009179||
CELL|0x100917a||
CELL|0x100917b||
CELL|0x100917c||
CELL|0x100917d||
CELL|0x100917e||
CELL|0x100917f||
CELL|0x1009180||
CELL|0x1009181||
CELL|0x1009182||
CELL|0x100c5ed||
CELL|0x100c5ee||
CELL|0x1003592||
CELL|0x1003593||
CELL|0x1003597||
CELL|0x1003598||
CELL|0x100359c||
LAND|0x100e283||
CELL|0x100359d||
LAND|0x10036a4||
NAVM|0x1010f6a||
CELL|0x100684c||
CELL|0x1009178||
CELL|0x100c5ef||
WRLD|0x1006edb|NVDLC01WestTownS|Puesta del Sol South
CELL|0x1006f05||
ACRE|0x100afa2|wtPlanterHolo|
ACRE|0x100e5b6|wtGala01patrol03|
ACRE|0x100e5b5|wtGala01patrol02|
ACRE|0x100e5b4|wtGala01patrol01|
ACRE|0x100de4b|wtHackedHolo|
ACRE|0x100af31|wtGala01Greeter|
ACRE|0x100af1f|westTownPatrolD01|
ACRE|0x100af1e|westTownPatrolD02|
CELL|0x1006efc||
CELL|0x1006efd||
CELL|0x1006efe||
CELL|0x1006eff||
CELL|0x1006f00||
LAND|0x1006fca||
CELL|0x1006f01||
LAND|0x1006fc9||
CELL|0x1006f02||
CELL|0x1006f03||
LAND|0x1006fc4||
CELL|0x1006f04||
LAND|0x1006fc3||
CELL|0x100dcba||
CELL|0x100dcbb||
CELL|0x100dcbc||
CELL|0x100dcbd||
CELL|0x100dcbe||
CELL|0x100dcbf||
CELL|0x100dcc0||
CELL|0x100dcc1||
CELL|0x100dcc2||
CELL|0x100dcc3||
CELL|0x100dcc4||
CELL|0x100dcc5||
CELL|0x100dcc6||
CELL|0x100dcc7||
CELL|0x100dcc8||
CELL|0x100dcc9||
CELL|0x1006ef2||
LAND|0x10071d1||
CELL|0x1006ef3||
LAND|0x10071ca||
CELL|0x1006ef4||
CELL|0x1006ef5||
CELL|0x1006ef6||
CELL|0x1006ef7||
LAND|0x10071c9||
NAVM|0x1012f94||
NAVM|0x1012f93||
NAVM|0x100dc5a||
CELL|0x1006ef8||
LAND|0x1006fd7||
CELL|0x1006ef9||
LAND|0x1006fcb||
CELL|0x1006efa||
CELL|0x1006efb||
CELL|0x100ee63||
CELL|0x1006ee4||
CELL|0x1006ee5||
LAND|0x100725b||
CELL|0x1006ee6||
LAND|0x100725a||
CELL|0x1006ee7||
CELL|0x1006ee8||
CELL|0x1006ee9||
CELL|0x1006eea||
CELL|0x1006eeb||
CELL|0x1006eec||
LAND|0x10071db||
CELL|0x1006eed||
LAND|0x10071da||
CELL|0x1006eee||
CELL|0x1006eef||
CELL|0x1006ef0||
CELL|0x1006ef1||
CELL|0x100dcb9||
CELL|0x1006edc||
LAND|0x100739a||
NAVM|0x100dc5d||
CELL|0x1006edd||
LAND|0x1007394||
CELL|0x1006ede||
CELL|0x1006edf||
CELL|0x1006ee0||
CELL|0x1006ee1|westTownSouth|
LAND|0x1007393||
NAVM|0x1012f92||
NAVM|0x1012f91||
NAVM|0x100de76||
ACRE|0x1013931||
ACRE|0x1013930||
ACRE|0x100aff0||
ACRE|0x100afa3||
CELL|0x1006ee2||
LAND|0x100725c||
CELL|0x1006ee3||
CELL|0x100ee64||
WRLD|0x10076ba|NVDLC01VillaDean|Residential District
CELL|0x10076bb||
ACHR|0x1001309|NVDLC01DeanREF|
CELL|0x10076d6||
CELL|0x10076d7||
CELL|0x10076fd||
CELL|0x10076fe||
CELL|0x10076ff||
CELL|0x1007700||
CELL|0x1007701||
CELL|0x1007702||
CELL|0x1007703||
CELL|0x1007704||
CELL|0x100771e||
CELL|0x100771f||
CELL|0x1007730||
CELL|0x1007731||
CELL|0x1007732||
CELL|0x1007733||
CELL|0x1007734||
CELL|0x1007735||
CELL|0x1007736||
CELL|0x1007737||
CELL|0x1010d71||
CELL|0x1010d72||
CELL|0x1010d73||
CELL|0x100772e||
CELL|0x100772f||
CELL|0x10076d8||
CELL|0x10076d9||
CELL|0x10076da||
CELL|0x1007705||
CELL|0x1007706||
CELL|0x1007707||
CELL|0x1007708||
CELL|0x10076be||
CELL|0x10076bf||
CELL|0x10076c0||
CELL|0x10076c1||
LAND|0x1008a12||
CELL|0x10076c2||
LAND|0x1008a11||
CELL|0x10076c3||
LAND|0x1008a10||
CELL|0x10076c4||
LAND|0x10089be||
CELL|0x10076c5||
LAND|0x10089bc||
CELL|0x10076ca||
CELL|0x10076cb||
LAND|0x1012520||
CELL|0x10076cc||
LAND|0x1012522||
CELL|0x10076cd||
LAND|0x10089b1||
CELL|0x10076ce||
LAND|0x1008964||
CELL|0x10076cf||
LAND|0x1008909||
CELL|0x10076d0||
LAND|0x1008908||
CELL|0x10076d1||
LAND|0x10088cf||
CELL|0x10076dc||
CELL|0x10076dd||
LAND|0x1012524||
CELL|0x10076de||
LAND|0x1012525||
CELL|0x10076df||
LAND|0x1008879||
CELL|0x10076e0||
LAND|0x1008774||
CELL|0x10076e1||
LAND|0x1008626||
CELL|0x10076e2||
LAND|0x1008561||
CELL|0x10076e3||
LAND|0x1008546||
CELL|0x10076e8||
CELL|0x10076e9||
CELL|0x10076ea||
CELL|0x10076eb||
CELL|0x10076ec||
CELL|0x10076ed||
CELL|0x10076f1||
CELL|0x10076f2||
LAND|0x1012527||
CELL|0x10076f3||
LAND|0x1012528||
CELL|0x10076f4||
LAND|0x100852d||
CELL|0x10076f5||
LAND|0x10084c5||
CELL|0x10076f6||
LAND|0x10082b3||
NAVM|0x1012cc1||
NAVM|0x100abf4||
ACRE|0x1011344||
PGRE|0x1008080||
CELL|0x10076f7|NVDLC01DeanBuilding|
LAND|0x1008079||
NAVM|0x1012cc7||
NAVM|0x1012cc6||
NAVM|0x1012cc5||
NAVM|0x1012cbf||
NAVM|0x1012cbd||
NAVM|0x100c120||
ACRE|0x1013a99||
PGRE|0x1008e5a||
CELL|0x10076f8||
LAND|0x1007fa0||
NAVM|0x100f221||
NAVM|0x100ac54||
CELL|0x100770a||
CELL|0x100770b||
LAND|0x101252a||
CELL|0x100770c||
LAND|0x101252b||
CELL|0x100770d||
LAND|0x1007f37||
CELL|0x100770e||
LAND|0x1007f36||
CELL|0x100770f||
LAND|0x1007ea5||
CELL|0x1007710||
LAND|0x1007cc2||
CELL|0x1007711||
LAND|0x1007cb0||
CELL|0x1007716||
CELL|0x1007717||
CELL|0x1007718||
CELL|0x1007719||
CELL|0x1007722||
CELL|0x1007723||
LAND|0x101252e||
CELL|0x1007724||
LAND|0x101252f||
CELL|0x1007725||
LAND|0x1007bfc||
CELL|0x1007726||
LAND|0x1007a8c||
CELL|0x1007727||
LAND|0x100790f||
NAVM|0x100abef||
CELL|0x1007728||
LAND|0x10077b2||
NAVM|0x1012cbe||
NAVM|0x100c135||
NAVM|0x100abf7||
ACRE|0x1013a98||
ACRE|0x1013a9a||
PGRE|0x10126cd||
PGRE|0x1008e6b||
PGRE|0x1008e69||
PGRE|0x10077ba||
CELL|0x1007729||
LAND|0x1007778||
NAVM|0x100abf9||
PGRE|0x1012005||
PGRE|0x1008e6d||
CELL|0x10076bc||
CELL|0x10076bd||
CELL|0x10076c9||
CELL|0x10076db||
CELL|0x10076ef||
CELL|0x10076f0||
CELL|0x1007709||
CELL|0x1007720||
CELL|0x1007721||
CELL|0x10076c6||
CELL|0x10076c7||
CELL|0x10076c8||
CELL|0x10076d2||
LAND|0x1008891||
CELL|0x10076d3||
CELL|0x10076d4||
CELL|0x10076d5||
CELL|0x10076e4||
LAND|0x1008545||
CELL|0x10076e5||
CELL|0x10076e6||
CELL|0x10076e7||
CELL|0x10076ee||
CELL|0x10076f9||
LAND|0x1007f50||
CELL|0x10076fa||
CELL|0x10076fb||
CELL|0x10076fc||
CELL|0x1007712||
LAND|0x1007caf||
CELL|0x1007713||
CELL|0x1007714||
CELL|0x1007715||
CELL|0x100771a||
LAND|0x1007c0c||
CELL|0x100771b||
CELL|0x100771c||
CELL|0x100771d||
CELL|0x100772a||
LAND|0x1007749||
CELL|0x100772b||
CELL|0x100772c||
CELL|0x100772d||
WRLD|0x10094e8|NVDLC01VillaChristine|Medical District
CELL|0x10094e9||
ACRE|0x1013a9f|NVDLC01PreChristineMedicalHarvester01REF|
ACRE|0x1013a9d|NVDLC01PostChristineMedicalHarvester03REF|
ACRE|0x1013a9c|NVDLC01PostChristineMedicalHarvester02REF|
ACRE|0x1013a9b|NVDLC01PostChristineMedicalHarvester01REF|
ACRE|0x100c678|ChristineAreaGhostHarvesterRef|
CELL|0x1009500||
CELL|0x1009501||
CELL|0x1009520||
CELL|0x1009521||
CELL|0x1009522||
CELL|0x1009523||
CELL|0x1009524||
CELL|0x1009525||
CELL|0x1009526||
CELL|0x1009539||
CELL|0x100953a||
CELL|0x1009549||
CELL|0x100954a||
CELL|0x100954b||
CELL|0x100954c||
CELL|0x100954d||
CELL|0x100954e||
CELL|0x100954f||
LAND|0x100e4d0||
CELL|0x1009550||
LAND|0x100e4d1||
NAVM|0x100b02a||
NAVM|0x100b025||
ACRE|0x1013a9e||
CELL|0x100a4e0||
CELL|0x100a4e3||
CELL|0x100a4e5||
CELL|0x100a4e6||
CELL|0x100a4e7||
CELL|0x100a4e8||
CELL|0x100a4e9||
CELL|0x100c79d||
CELL|0x100c79e||
CELL|0x100c79f||
CELL|0x1009547||
CELL|0x1009548||
CELL|0x1009527||
LAND|0x100e4d2||
CELL|0x1009528||
CELL|0x100a4e1||
CELL|0x100a4e2||
CELL|0x100a4e4||
CELL|0x10094ec||
CELL|0x10094ed||
CELL|0x10094ee||
CELL|0x10094ef||
LAND|0x100a47c||
CELL|0x10094f0||
LAND|0x100a453||
CELL|0x10094f1||
LAND|0x100a452||
CELL|0x10094f2||
LAND|0x100a3ff||
CELL|0x10094f3||
LAND|0x100a3fd||
CELL|0x10094f6||
CELL|0x10094f7||
CELL|0x10094f8||
LAND|0x100a3f0||
CELL|0x10094f9||
LAND|0x100a3c6||
CELL|0x10094fa||
LAND|0x100a387||
CELL|0x10094fb||
LAND|0x100a386||
CELL|0x10094fc|NVDLC01ChristineArea|
LAND|0x100a385||
NAVM|0x1012e8b||
NAVM|0x100b027||
CELL|0x1009503||
CELL|0x1009504||
CELL|0x1009505||
LAND|0x100a28c||
CELL|0x1009506||
LAND|0x100a220||
CELL|0x1009507||
LAND|0x100a0d1||
CELL|0x1009508||
LAND|0x100a00b||
CELL|0x1009509||
LAND|0x100a009||
CELL|0x100950d||
CELL|0x100950e||
CELL|0x100950f||
CELL|0x1009510||
LAND|0x100a4ee||
CELL|0x1009511||
LAND|0x100a4ed||
CELL|0x1009512||
LAND|0x100a4ec||
CELL|0x1009516||
CELL|0x1009517||
CELL|0x1009518||
CELL|0x1009519||
LAND|0x1009ff3||
CELL|0x100951a||
LAND|0x1009f63||
CELL|0x100951b||
LAND|0x1009da7||
CELL|0x100951c||
LAND|0x1009d80||
CELL|0x100951d||
LAND|0x1009d7f||
NAVM|0x100b024||
CELL|0x100952a||
CELL|0x100952b||
CELL|0x100952c||
CELL|0x100952d||
LAND|0x1009c3d||
CELL|0x100952e||
LAND|0x1009bd0||
CELL|0x100952f||
LAND|0x1009b3d||
CELL|0x1009530||
LAND|0x1009956||
CELL|0x1009531||
LAND|0x1009940||
CELL|0x1009533||
CELL|0x1009534||
CELL|0x1009535||
CELL|0x1009536||
CELL|0x100953d||
CELL|0x100953e||
CELL|0x100953f||
CELL|0x1009540||
LAND|0x10098c2||
CELL|0x1009541||
LAND|0x100982d||
CELL|0x1009542||
LAND|0x10096b4||
CELL|0x1009543||
LAND|0x10096b3||
CELL|0x1009544||
LAND|0x10096b2||
CELL|0x100a4ea||
CELL|0x100a4eb||
CELL|0x10094ea||
CELL|0x10094eb||
CELL|0x10094f5||
CELL|0x1009502||
CELL|0x1009514||
CELL|0x1009515||
CELL|0x1009529||
CELL|0x100953b||
CELL|0x100953c||
CELL|0x10094f4||
CELL|0x10094fd||
LAND|0x100a384||
CELL|0x10094fe||
CELL|0x10094ff||
CELL|0x100950a||
LAND|0x100a008||
CELL|0x100950b||
CELL|0x100950c||
CELL|0x1009513||
CELL|0x100951e||
LAND|0x1009d7e||
CELL|0x100951f||
CELL|0x1009532||
LAND|0x100993f||
CELL|0x1009537||
LAND|0x100993a||
NAVM|0x100b029||
CELL|0x1009538||
CELL|0x1009545||
LAND|0x10096b1||
CELL|0x1009546||
WRLD|0x100b050|NVDLC01EastTownN|Salida del Sol North
CELL|0x100b0bb||
ACRE|0x1012bf5|NVDLC01HologramVendor3REF|
ACRE|0x1010f04|GhostSpawn03|
ACRE|0x1010e2a|GhostSpawn01|
ACRE|0x1010e29|GhostSpawn02|
ACRE|0x101082c|GGGhost10|
ACRE|0x101082d|GGGhost09|
ACRE|0x101082b|GGGhost11|
ACRE|0x1010833|GGGhost12|
ACRE|0x1010834|GGGhost13|
ACRE|0x101083c|GGGhost15|
ACRE|0x1010832|GGGhost14|
ACRE|0x101083a|GGGhost16|
ACRE|0x101083b|GGGhost17|
ACRE|0x1010831|GGGhost18|
ACRE|0x1010825|GGGhost08|
ACRE|0x1010824|GGGhost07|
ACRE|0x1010827|GGGhost06|
ACRE|0x1010823|GGGhost05|
ACRE|0x1010822|GGGhost04|
ACRE|0x1010826|GGGhost03|
ACRE|0x1010281|ETNGhost12|
ACRE|0x1010283|ETNGhost11|
ACRE|0x1010280|ETNGhost10|
ACRE|0x1010284|ETNGhost09|
ACRE|0x1010285|ETNGhost08|
ACRE|0x10102a3|ETNGhost01|
ACRE|0x10102a2|ETNGhost02|
ACRE|0x10102a1|ETNGhost03|
ACRE|0x101029f|ETNGhost04|
ACRE|0x101029c|ETNGhost05|
ACRE|0x101029e|ETNGhost07|
ACRE|0x101029d|ETNGhost06|
ACRE|0x1010818|GGGhost02|
ACRE|0x1010817|GGGhost01|
CELL|0x100b098||
CELL|0x100b099||
CELL|0x100b09a||
CELL|0x100b09b||
CELL|0x100b09c||
CELL|0x100b09d||
CELL|0x100b09e||
LAND|0x100b7c6||
CELL|0x100b09f||
LAND|0x100b7c5||
CELL|0x100b0a0||
LAND|0x100b7c4||
CELL|0x100b0a1||
CELL|0x100b0a2||
CELL|0x100b0a3||
CELL|0x100b0a4||
CELL|0x100b0a5||
CELL|0x100b0a6||
CELL|0x100b0a7||
CELL|0x100b0a8||
CELL|0x100b0a9||
LAND|0x10126ef||
CELL|0x100b0aa|NVDLC01ETPlayerGala|
LAND|0x100b7c0||
NAVM|0x101333e||
NAVM|0x1012f97||
CELL|0x100b0ab||
LAND|0x100b611||
NAVM|0x101333c||
NAVM|0x1012f96||
NAVM|0x100c270||
ACRE|0x1013935||
ACRE|0x1013934||
CELL|0x100b0ac||
LAND|0x100b49b||
NAVM|0x101333d||
NAVM|0x101333a||
NAVM|0x100c277||
NAVM|0x100c276||
NAVM|0x100c274||
CELL|0x100b0ad||
CELL|0x100b0ae||
CELL|0x100b0af||
CELL|0x100b0b0||
LAND|0x100b278||
CELL|0x100b0b1||
LAND|0x100b277||
CELL|0x100b0b2||
LAND|0x100b276||
CELL|0x100b0b3||
CELL|0x100b0b4||
CELL|0x100b0b5||
CELL|0x100b0b6||
CELL|0x100b0b7||
LAND|0x10126fa||
CELL|0x100b0b8||
LAND|0x100b271||
CELL|0x100b0b9||
LAND|0x100b270||
CELL|0x100b0ba|NVDLC01ETNorth|
LAND|0x100b26b||
NAVM|0x100c459||
NAVM|0x100c458||
NAVM|0x100c457||
NAVM|0x100c456||
NAVM|0x100c455||
CELL|0x100b082||
CELL|0x100b083||
CELL|0x100b084||
CELL|0x100b085||
CELL|0x100b086||
CELL|0x100b087||
LAND|0x100ba27||
CELL|0x100b088||
LAND|0x100b990||
CELL|0x100b089||
CELL|0x100b08a||
CELL|0x100b08b||
CELL|0x100b08c||
CELL|0x100b08d||
CELL|0x100b08e||
CELL|0x100b08f||
CELL|0x100b090||
LAND|0x100b98f||
CELL|0x100b091||
LAND|0x100b7cb||
CELL|0x100b092||
CELL|0x100b093||
CELL|0x100b094||
LAND|0x100e542||
CELL|0x100b095||
CELL|0x100b096||
CELL|0x100b097||
CELL|0x100b05c||
CELL|0x100b05d||
CELL|0x100b05e||
CELL|0x100b05f||
CELL|0x100b060||
CELL|0x100b061||
CELL|0x100b062||
