GMST|0x100e21f|iMapMarkerVisibleDistance|
INFO|0x100d419||
DIAL|0x100d40e|NVDLC04DialogueEDENVDLC04UlyssesTopic096|I don't understand how a package could have done this.
INFO|0x100d41a||
INFO|0x100d41b||
DIAL|0x100d40f|NVDLC04DialogueEDENVDLC04UlyssesTopic095|You can't be sure it was me.
INFO|0x100d422||
DIAL|0x100d410|NVDLC04DialogueEDENVDLC04UlyssesTopic094|I'm not responsible for this, there's no way I could have known.
INFO|0x100d41d||
DIAL|0x100d412|NVDLC04DialogueEDENVDLC04UlyssesTopic092|I've been West, it's possible, but...
DIAL|0x100d413|NVDLC04DialogueEDENVDLC04UlyssesTopic091|This package... I don't recall it.
INFO|0x100d41e||
DIAL|0x100d414|NVDLC04DialogueEDENVDLC04UlyssesTopic090|You said I brought it from the West?
INFO|0x100d743||
DIAL|0x100d415|NVDLC04DialogueEDENVDLC04UlyssesTopic082|I had nothing to do with this.
DIAL|0x100d423|NVDLC04DialogueEDENVDLC04UlyssesTopic116|The logs of the Big Empty mentioned you'd spoken to history.
INFO|0x100d434||
DIAL|0x100d424|NVDLC04DialogueEDENVDLC04UlyssesTopic115|In the logs... you mentioned a tribe called the Twisted Hairs - your tribe?
INFO|0x100d43c||
DIAL|0x100d426|NVDLC04DialogueEDENVDLC04UlyssesTopic113|I found some recordings from you on the road.
INFO|0x100d43a||
DIAL|0x100d427|NVDLC04DialogueEDENVDLC04UlyssesTopic112|How were you planning to attack the Divide?
INFO|0x100d438||
DIAL|0x100d428|NVDLC04DialogueEDENVDLC04UlyssesTopic111|So the Legion doesn't know what happened here?
INFO|0x100d433||
DIAL|0x100d429|NVDLC04DialogueEDENVDLC04UlyssesTopic110|You were planning to attack the NCR here, then.
DIAL|0x100d42a|NVDLC04DialogueEDENVDLC04UlyssesTopic109|I'm not interested in the history of this, we're done talking.
INFO|0x100d437||
DIAL|0x100d42b|NVDLC04DialogueEDENVDLC04UlyssesTopic108|So what happened?
INFO|0x100d439||
DIAL|0x100d42c|NVDLC04DialogueEDENVDLC04UlyssesTopic107|This is the first I've heard of Legion coming this far West of the Colorado.
INFO|0x100d43e||
INFO|0x100d43f||
DIAL|0x100d42d|NVDLC04DialogueEDENVDLC04UlyssesTopic106|So you are part of the Legion. One of their scouts? Assassins?
INFO|0x100d436||
DIAL|0x100d42e|NVDLC04DialogueEDENVDLC04UlyssesTopic105|That's what made the Legion come to the Divide.
INFO|0x100d43d||
DIAL|0x100d42f|NVDLC04DialogueEDENVDLC04UlyssesTopic103|On the High Road, you mentioned NCR and Legion fought here... before and after the Divide?
INFO|0x100d432||
DIAL|0x100d430|NVDLC04DialogueEDENVDLC04UlyssesTopic101|There's nothing to keep me from walking out of here and letting you rot.
INFO|0x100d435||
DIAL|0x100d431|NVDLC04DialogueEDENVDLC04UlyssesTopic093|I'm not to blame for Ashton, the Chip, or the Divide.
INFO|0x100d43b||
INFO|0x100d742||
DIAL|0x100d442|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic062|I got your final message.
INFO|0x100d444||
DIAL|0x100d443|NVDLC04DialogueEDENVDLC04UlyssesTopic117|I found some recordings from you in Hopeville.
INFO|0x100d445||
DIAL|0x100d44a|NVDLC04DialogueEDENVDLC04UlyssesTopic118|When we first spoke in Hopeville, you mentioned you'd sworn not to kill me. Why?
INFO|0x100d44b||
DIAL|0x100d44c|NVDLC04DialogueEDENVDLC04UlyssesTopic017|So... what, they weren't that important then?
INFO|0x100d44d||
INFO|0x100d44e||
DIAL|0x100d44f|NVDLC04DialogueEDENVDLC04UlyssesTopic119|I found more recordings from you on the road.
INFO|0x100d450||
DIAL|0x100d451|NVDLC04DialogueEDENVDLC04UlyssesTopic120|I... think they tell me... where you were. Things you did.
INFO|0x100d453||
INFO|0x100d454||
DIAL|0x100d452|NVDLC04DialogueEDENVDLC04UlyssesTopic114|So... what, they weren't that important then?
INFO|0x100d455||
INFO|0x100d456||
DIAL|0x100d457|NVDLC04DialogueEDENVDLC04UlyssesTopic121|You're going after the Long 15? That's more miles than Legion can hold.
INFO|0x100d458||
DIAL|0x100d462|NVDLC04DialogueEDENVDLC04UlyssesTopic131|What do you mean, "when it woke?"
INFO|0x100d46f||
DIAL|0x100d464|NVDLC04DialogueEDENVDLC04UlyssesTopic129|But what was it?
INFO|0x100d470||
DIAL|0x100d465|NVDLC04DialogueEDENVDLC04UlyssesTopic128|I don't understand why you didn't kill me in Primm.
INFO|0x100da6a||
INFO|0x100d483||
INFO|0x100d9dd||
DIAL|0x100d466|NVDLC04DialogueEDENVDLC04UlyssesTopic127|What's our history? How do you know me?
INFO|0x100d482||
DIAL|0x100d467|NVDLC04DialogueEDENVDLC04UlyssesTopic126|I want to know more about this package I delivered.
INFO|0x100d475||
DIAL|0x100d468|NVDLC04DialogueEDENVDLC04UlyssesTopic125|Before I go any farther, I deserve some answers.
INFO|0x100d47e||
INFO|0x100d47f||
DIAL|0x100d469|NVDLC04DialogueEDENVDLC04UlyssesTopic124|{DUPE}I... think they tell me... where you were. Things you did.
INFO|0x100d478||
INFO|0x100d479||
DIAL|0x100d46a|NVDLC04DialogueEDENVDLC04UlyssesTopic123|{DUPE}So... what, they weren't that important then?
INFO|0x100d46d||
INFO|0x100d46e||
DIAL|0x100d46b|NVDLC04DialogueEDENVDLC04UlyssesTopic122|I found some recordings from you on the road.
INFO|0x100d476||
INFO|0x100d477||
DIAL|0x100d480|NVDLC04DialogueEDENVDLC04UlyssesTopic018|I was never a Legion agent.
INFO|0x100d481||
DIAL|0x100d485|NVDLC04DialogueEDENVDLC04UlyssesTopic019|I haven't listened to them all. If there's time, I will.
INFO|0x100d486||
DIAL|0x100d490|NVDLC04DialogueEDENVDLC04UlyssesTopic145|Then you learned the wrong message.
INFO|0x100d491||
DIAL|0x100d495|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic069|You might not believe in nations. I do.
INFO|0x100d4a1||
INFO|0x100d4a2||
INFO|0x100d4a3||
INFO|0x100d4a0||
INFO|0x100d728||
INFO|0x100d729||
INFO|0x100d72a||
INFO|0x100d4a4||
INFO|0x100d4a5||
INFO|0x100d4a6||
DIAL|0x100d6eb|NVDLC04DialogueEDENVDLC04UlyssesTopic149|What makes you think this leads home?
INFO|0x100d6ed||
DIAL|0x100d6ec|NVDLC04DialogueEDENVDLC04UlyssesTopic148|This road leads nowhere. There's nothing in the Divide.
INFO|0x100d6ee||
DIAL|0x100d6f0|NVDLC04DialogueEDENVDLC04UlyssesTopic154|You're not taking ED-E from me.
DIAL|0x100d6f2|NVDLC04DialogueEDENVDLC04UlyssesTopic152|If you think you can take it from me, try.
INFO|0x100d6f6||
DIAL|0x100d6f3|NVDLC04DialogueEDENVDLC04UlyssesTopic151|ED-E's not going anywhere.
DIAL|0x100d6f4|NVDLC04DialogueEDENVDLC04UlyssesTopic150|What? ED-E?
INFO|0x100d6f5||
DIAL|0x100d6fa|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic092|If you bomb the West and East... is this how things should end?
INFO|0x100d715||
INFO|0x100d716||
DIAL|0x100d6fd|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic089|Vegas earned its right to survive, its people don't deserve what's about to happen.
INFO|0x100d71d||
INFO|0x100d71e||
DIAL|0x100d6fe|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic088|There still might be a way out of this - I just need time.
DIAL|0x100d6ff|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic087|We've already handled everything it can throw at us.
DIAL|0x100d700|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic086|The Divide? What do you mean?
INFO|0x100d71a||
DIAL|0x100d701|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic085|Even if the missiles launch, and I die here  - if I can convince you, that's enough for me.
INFO|0x100d718||
DIAL|0x100d702|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic084|I believe that one person can make... or break... a nation. You already know this.
INFO|0x100d71f||
DIAL|0x100d703|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic083|Well, I just said all that because I'm betting you have some way to stop all this.
INFO|0x100d72d||
INFO|0x100d72e||
INFO|0x100d72f||
INFO|0x100d730||
DIAL|0x100d706|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic080|Because it should be given a chance? Its people don't deserve what's about to happen.
INFO|0x100d72b||
INFO|0x100d72c||
DIAL|0x100d707|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic079|Do you think I care if you fire missiles at NCR? Go ahead.
INFO|0x100d727||
DIAL|0x100d708|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic078|You can't destroy the West, even with all the missiles here.
INFO|0x100d720||
DIAL|0x100d709|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic077|< Topic Storage: End Sequence with Ulysses in Temple. Do not translate. >
INFO|0x100d722||
INFO|0x100d723||
INFO|0x100d724||
INFO|0x100d725||
INFO|0x100da76||
DIAL|0x100d70b|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic075|This is between you and me, not anyone else.
INFO|0x100d711||
DIAL|0x100d70d|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic073|So, what - you intend to bomb the Mojave?
INFO|0x100da71||
INFO|0x100d712||
INFO|0x100da74||
DIAL|0x100d70e|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic072|What happened at the Divide, what I did, was an accident. What you're doing - it's madness.
INFO|0x100d717||
DIAL|0x100d70f|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic071|If you blame me for the Divide, then let me answer for it, not others.
INFO|0x100d719||
DIAL|0x100d733|NVDLC04DialogueEDENVDLC04UlyssesTopic140|Where is the package now?
INFO|0x100d73b||
DIAL|0x100d734|NVDLC04DialogueEDENVDLC04UlyssesTopic139|Why would I have brought it here?
INFO|0x100d73d||
DIAL|0x100d735|NVDLC04DialogueEDENVDLC04UlyssesTopic138|This package... you said it had markings? What was it?
INFO|0x100d740||
DIAL|0x100d736|NVDLC04DialogueEDENVDLC04UlyssesTopic137|This is revenge for nearly killing you, then.
INFO|0x100d73e||
DIAL|0x100d739|NVDLC04DialogueEDENVDLC04UlyssesTopic134|So you blame me for this? An accident?
INFO|0x100d73c||
DIAL|0x100d73a|NVDLC04DialogueEDENVDLC04UlyssesTopic020|If you saw this happen, then how did you survive?
INFO|0x100d73f||
DIAL|0x100d978|NVDLC04DialogueEDENVDLC04UlyssesTopic135|This place was important to the Legion?
DIAL|0x100d979|NVDLC04DialogueEDENVDLC04UlyssesTopic133|Why did NCR want to keep the route open?
DIAL|0x100d97a|NVDLC04DialogueEDENVDLC04UlyssesTopic132|What do you mean?
INFO|0x100d97d||
INFO|0x100d97e||
INFO|0x100d97f||
INFO|0x100d980||
INFO|0x100d981||
DIAL|0x100d97b|NVDLC04DialogueEDENVDLC04UlyssesTopic130|Something wrong? You sound... mad... at my robot.
INFO|0x100d982||
INFO|0x100d983||
DIAL|0x100d97c|NVDLC04DialogueEDENVDLC04UlyssesTopic100|So you're saying I walked this road once from another direction - from West to East. To home.
DIAL|0x100d9b2|NVDLC04DialogueEDENVDLC04UlyssesTopic173|I don't understand. What message?
INFO|0x100d9d0||
DIAL|0x100d9b3|NVDLC04DialogueEDENVDLC04UlyssesTopic172|If this is why you're angry, you've seen nothing yet.
DIAL|0x100d9b4|NVDLC04DialogueEDENVDLC04UlyssesTopic171|So this is revenge, then. For destroying the Divide.
DIAL|0x100d9b5|NVDLC04DialogueEDENVDLC04UlyssesTopic170|And that's why you want me dead.
INFO|0x100d9cc||
DIAL|0x100d9b6|NVDLC04DialogueEDENVDLC04UlyssesTopic169|All things come to an end. If you put faith in something outside yourself, tough.
DIAL|0x100d9b7|NVDLC04DialogueEDENVDLC04UlyssesTopic168|If you cared about the Divide, then I'm sorry for what happened here.
DIAL|0x100d9b8|NVDLC04DialogueEDENVDLC04UlyssesTopic167|So you believed in this place. What it once was.
INFO|0x100d9ca||
DIAL|0x100d9b9|NVDLC04DialogueEDENVDLC04UlyssesTopic166|I'm glad this place burned... obviously, it meant something to you, which makes it even better.
DIAL|0x100d9ba|NVDLC04DialogueEDENVDLC04UlyssesTopic165|You think I'm responsible for this. My question is what your tie to this place is.
DIAL|0x100d9bb|NVDLC04DialogueEDENVDLC04UlyssesTopic164|If you blame me for what happened here at the Divide - why do you care?
INFO|0x100d9c7||
DIAL|0x100d9bc|NVDLC04DialogueEDENVDLC04UlyssesTopic163|[Legion] Killing NCR, cutting off their supply line at the Divide serves Legion, as do we all.
INFO|0x100d9d1||
DIAL|0x100d9bd|NVDLC04DialogueEDENVDLC04UlyssesTopic162|If you're Legion, are you angry because I destroyed the Divide supply line instead of you?
INFO|0x100d9cf||
DIAL|0x100d9be|NVDLC04DialogueEDENVDLC04UlyssesTopic161|Then what? Did the Divide explosion kill your family? Your wife - children?
DIAL|0x100d9bf|NVDLC04DialogueEDENVDLC04UlyssesTopic159|[Legion] The dead? You mean your brothers in the Legion - our brothers.
INFO|0x100d9cb||
DIAL|0x100d9c0|NVDLC04DialogueEDENVDLC04UlyssesTopic158|[NCR] The dead? You mean the Republic troops who were here?
INFO|0x100d9c8||
DIAL|0x100d9c1|NVDLC04DialogueEDENVDLC04UlyssesTopic157|When you speak of the dead - you mean the Marked Men? The Legion and NCR?
INFO|0x100d9cd||
DIAL|0x100d9c2|NVDLC04DialogueEDENVDLC04UlyssesTopic155|The Divide explosion... what, did I kill your family? Your wife - children?
INFO|0x100d9c9||
DIAL|0x100d9c3|NVDLC04DialogueEDENVDLC04UlyssesTopic144|What happened here was an accident. Any anger you have, let it go.
DIAL|0x100d9c4|NVDLC04DialogueEDENVDLC04UlyssesTopic136|So you're angry because I accidentally brought an explosive to the Divide?
INFO|0x100d9ce||
DIAL|0x100d9c5|NVDLC04DialogueEDENVDLC04UlyssesTopic080|"The why of it?" You're the one who needs to answer that - why are you doing this?
INFO|0x100d9c6||
DIAL|0x100d9d9|NVDLC04DialogueEDENVDLC04UlyssesTopic142|[Legion] I'll see that you answer for it.
INFO|0x100d9db||
DIAL|0x100d9da|NVDLC04DialogueEDENVDLC04UlyssesTopic141|[Legion] I didn't side with the Legion until the Mojave.
INFO|0x100d9dc||
DIAL|0x100d9de|NVDLC04DialogueEDENVDLC04UlyssesTopic147|What's so important about him?
INFO|0x100d9e2||
DIAL|0x100d9df|NVDLC04DialogueEDENVDLC04UlyssesTopic146|You want the robot? Why?
INFO|0x100d9e1||
DIAL|0x100d9ec|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic114|Maybe there's something similar to be said about that Old World flag on your back.
DIAL|0x100d9ed|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic113|No, what it means is that what pieces survive can become worse than they were before.
DIAL|0x100d9ee|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic112|It's proof that killing a symbol is going to be harder than you thought.
INFO|0x100da1c||
INFO|0x100da1d||
DIAL|0x100d9ef|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic111|So you carry two symbols then - the mark of America and the Twisted Hairs, neither dead.
INFO|0x100da1f||
DIAL|0x100d9f0|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic110|But the Twisted Hairs survived, even after Caesar.
INFO|0x100da0f||
INFO|0x100da10||
DIAL|0x100d9f1|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic109|In the death of that history, another was born, and you grew to respect the White Legs.
INFO|0x100da1a||
DIAL|0x100d9f2|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic108|In the log, you said they were shadows, in the way they wore their hair.
INFO|0x100da2b||
DIAL|0x100d9f3|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic107|You're wrong, and you led them to destroy your tribe at New Canaan.
DIAL|0x100d9f4|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic106|I'm talking about the past, in the respect they showed you.
INFO|0x100da0b||
DIAL|0x100d9f5|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic105|The White Legs might as well have been your people.
INFO|0x100da1b||
DIAL|0x100d9f6|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic104|But your tribe was New Canaan.
INFO|0x100da0a||
DIAL|0x100d9f7|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic103|Any symbol deserves a chance to defend itself, by words or acts - not... this.
INFO|0x100da0e||
DIAL|0x100d9f8|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic102|It hasn't proven itself wrong. That's why the Legion and NCR conflict must continue. To test it.
INFO|0x100da23||
INFO|0x100da24||
DIAL|0x100d9f9|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic101|By your standards? Or history's?
INFO|0x100da11||
DIAL|0x100d9fb|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic099|You said in the logs yourself that technology's a dead road. These missiles will solve nothing.
INFO|0x100da17||
DIAL|0x100d9fc|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic098|If you believe the destruction of the Divide was just, then I cannot stop you.
INFO|0x100da1e||
DIAL|0x100d9fd|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic097|Do you really think these missiles can kill everyone?
INFO|0x100da14||
DIAL|0x100d9fe|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic096|The question reminded the ones you spoke to of their purpose, why they cared.
INFO|0x100da12||
DIAL|0x100d9ff|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic095|You were trapped, needed to escape, and needed the distraction. It was the key.
INFO|0x100da19||
DIAL|0x100da00|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic091|It was all you could say to prevent from being killed. That's what I'm hoping for here.
INFO|0x100da0d||
DIAL|0x100da01|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic081|When all seemed lost, you asked it even though you feared the answer.
INFO|0x100da21||
INFO|0x100da22||
DIAL|0x100da04|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic067|In the logs of the White Legs, you mentioned your tribe, and its past.
INFO|0x100da18||
DIAL|0x100da05|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic011|"Who are you, who do not know your history?"
INFO|0x100da09||
DIAL|0x100da06|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic010|I'll let your words answer it, from the tapes you left along the road to the Divide.
INFO|0x100da13||
DIAL|0x100da07|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic003|< Topic Storage: Player mentions holotapes at end. Do not translate. >
INFO|0x100da15||
DIAL|0x100da25|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic001|I still don't understand - why are you doing this?
INFO|0x100da26||
DIAL|0x100da27|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic022|I believe destroying the symbol is never the answer. Changing it - that's something else.
INFO|0x100da29||
DIAL|0x100da28|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic019|If you meant to kill me, you should have done it long ago.
INFO|0x100da70||
INFO|0x100da2a||
DIAL|0x100da2c|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic125|I want you to die knowing you're wrong, and that's what history will remember.
INFO|0x100da3d||
DIAL|0x100da2d|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic124|No danger there. You skipped past where you build the community, moved onto killing one.
INFO|0x100da3b||
DIAL|0x100da2e|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic123|Don't even suggest we're equals. You couldn't have done this without me bringing you what you need.
INFO|0x100da3f||
DIAL|0x100da2f|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic122|Then stop this, you can't truly believe what you're doing.
DIAL|0x100da30|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic121|Look, just the fact we're talking should mean you don't want to do this.
INFO|0x100da3e||
DIAL|0x100da31|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic120|The Divide survived in you. If it felt like something fighting for, you can rebuild it.
INFO|0x100da3c||
DIAL|0x100da32|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic118|All you are is some echo of me, following my road, letting my history dictate yours.
DIAL|0x100da33|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic117|Moral ground? What I did by accident, you're doing with purpose.
DIAL|0x100da34|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic116|You're planning to kill a nation from a distance, just like NCR - just like you accused me of.
INFO|0x100da42||
DIAL|0x100da35|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic115|If one Courier built a community, seems to me you can do the same.
DIAL|0x100da36|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic100|You said a home is a place you breathe life into, a moment where you know who you are.
INFO|0x100da45||
DIAL|0x100da37|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic076|"You can go home again, Courier." Not a message for me, for you.
INFO|0x100da41||
DIAL|0x100da38|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic070|Nothing more to say, I've already won. Everything you hate about me, you've become.
INFO|0x100da40||
DIAL|0x100da39|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic068|I don't have anything beyond words to change your mind. If you won't listen, it's over.
DIAL|0x100da3a|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic023|I don't think that's what's important here.
INFO|0x100da43||
INFO|0x100da44||
DIAL|0x100da46|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic132|The symbol you wear is dead, and you helped kill it. The question is - what will you do to fix it?
DIAL|0x100da47|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic131|I believe the missiles can't be stopped. If you believe me, though, we might get through this.
INFO|0x100da4f||
DIAL|0x100da48|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic130|You interrupted its journey West, trapped it. If any part of America survived, it's cut off now.
DIAL|0x100da49|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic129|The package I brought was from Navarro, the Divide scanned ED-E's logs from the Mojave.
INFO|0x100da50||
DIAL|0x100da4a|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic128|The Eyebot was a courier, sent to the West, to make contact with the remnants of America.
DIAL|0x100da4b|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic127|Its logs tell of a place where America survived... may still exist. And it's falling apart.
INFO|0x100da52||
DIAL|0x100da4c|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic126|It has history inside it. The logs of what's left of "America."
INFO|0x100da51||
DIAL|0x100da4d|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic119|If my words won't change your mind, what about the messages in the Eyebot?
INFO|0x100da4e||
DIAL|0x100da53|NVDLC04DialogueEDENVDLC04UlyssesTopic175|At least I don't hide behind a machine like a coward.
INFO|0x100da5b||
DIAL|0x100da54|NVDLC04DialogueEDENVDLC04UlyssesTopic174|Keep talking like that, I'll see you dead.
INFO|0x100da59||
DIAL|0x100da55|NVDLC04DialogueEDENVDLC04UlyssesTopic160|Sounds like the idea of a woman in the Legion surprises you.
DIAL|0x100da56|NVDLC04DialogueEDENVDLC04UlyssesTopic156|You said "brothers" before. So - you're Legion, too.
DIAL|0x100da57|NVDLC04DialogueEDENVDLC04UlyssesTopic153|You mentioned "casting off my disguise?" What do you mean?
DIAL|0x100da58|NVDLC04DialogueEDENVDLC04UlyssesTopic143|I'm no traitor, and when I walk, I don't hide my presence.
INFO|0x100da5a||
DIAL|0x100da5c|NVDLC04DialogueEDENVDLC04UlyssesTopic177|[Legion] You said you'd sworn not to kill me. If you're Legion, why are we at odds?
INFO|0x100da5e||
DIAL|0x100da5d|NVDLC04DialogueEDENVDLC04UlyssesTopic176|[Legion] Legion doesn't kill Legion. Caesar's orders?
INFO|0x100da5f||
DIAL|0x100da60|NVDLC04DialogueEDENVDLC04UlyssesTopic182|[Legion] Legion does not kill Legion - but you're not that anymore. I'm going to kill you.
INFO|0x100da66||
DIAL|0x100da61|NVDLC04DialogueEDENVDLC04UlyssesTopic181|[Legion] So... when you called me traitor in Hopeville, that title belongs to you.
INFO|0x100da67||
DIAL|0x100da62|NVDLC04DialogueEDENVDLC04UlyssesTopic180|[Legion] Seeing this place. It meant more to you than the Legion?
INFO|0x100da65||
DIAL|0x100da63|NVDLC04DialogueEDENVDLC04UlyssesTopic179|[Legion] Are you angry that this explosion undermined the Legion's plans? It was an accident.
INFO|0x100da68||
DIAL|0x100da64|NVDLC04DialogueEDENVDLC04UlyssesTopic178|[Legion] If I destroyed the NCR in this place, why do you care?
INFO|0x100da69||
DIAL|0x100da6b|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic027|Is this how it must end between us? You followed the East once, you can do so again.
INFO|0x100da72||
DIAL|0x100da6c|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic026|I don't care what happens to NCR, but I can't allow you to harm the Legion.
INFO|0x100da6f||
DIAL|0x100da6d|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic024|The Legion doesn't abide traitors. What made you turn from the East?
INFO|0x100da6e||
DIAL|0x100da73|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic028|I know one person can break a nation. Legion tests nations, strengthens them - let it do so.
DIAL|0x100e127|NVDLC04DialogueUlyssesNVDLC04UlyssesTopic029|I'm heading back to the Mojave to settle some things.
INFO|0x100e128||
QUST|0x100dafe|NVDLC04TempleMarkedMenQuest|
QUST|0x100d006|NVDLC04DivideSupport|Divide Support Quest
QUST|0x100cdce|NVDLC04AutoInjectQuest|Auto-Inject Quest
QUST|0x100cbd5|NVDLC04AutoDocTimerQuest|
QUST|0x100c30b|NVDLC04Achievements|NVDLC04Achievements
QUST|0x100bf03|NVDLC04MQ04|The Apocalypse
QUST|0x100bd34|NVDLC04AudioHolotapes|Holotape Infos
QUST|0x100b999|NVDLC04MissileExplosionTimer|Missile Explosion Timer
QUST|0x100ad4a|NVDLC04EDEFinaleQuest|Script quest for ED-E's climactic sacrifice.
QUST|0x100a603|NVDLC04GenericPerkQUEST|
QUST|0x1009250|NVDLC04Ending|
QUST|0x100868c|NVDLC04MissileLaunchQuest|
QUST|0x1007962|NVDLC04UlyssesCombatBarks|Ulysses Combat Barks
QUST|0x1004cdb|NVDLC04DialogueEDE|Lonesome Road ED-E Dialogue
QUST|0x1003e44|NVDLC04DialogueUlysses|Ulysses' Dialogue
QUST|0x10039e3|NVDLC04MQ01c|The Launch
QUST|0x1003617|NVDLC04MQ01a|The Silo
QUST|0x1003616|NVDLC04MQ03a|The Courier
QUST|0x1003615|NVDLC04MQ03b|The End
QUST|0x1003613|NVDLC04MQ02a|The Tunnelers
QUST|0x1003610|NVDLC04MQ02|The Divide
QUST|0x100360f|NVDLC04MQ01|The Job
QUST|0x100360e|NVDLC04XPCalculator|DLC04 XP Calculator
QUST|0x1003603|NVDLC04MQ00|The Reunion
IDLE|0xfc1f4|SCGetUpAnims|
IDLE|0xfc1f0|SCGetUpFaceUp|
IDLE|0xfc1ef|SCGetUpFaceDown|
IDLE|0x100cef1|EDESpecialIdleExcited|
IDLE|0x100cef0|EDESpecialIdleSad|
IDLE|0x100ceef|EDESpecialIdleScared|
IDLE|0x100ceee|EDESpecialIdleAngry|
IDLE|0x100ceed|EDESpecialIdleHappy|
IDLE|0x100ca8a|SpecialIdleExplode|
IDLE|0x100c678|EDESeparate|
IDLE|0x100c677|EDECloneKnockDownFaceUp|
IDLE|0x100c676|EDECloneKnockDownFaceDown|
IDLE|0x100c675|EDECloneKnockeddownIdles|
IDLE|0x100c674|EDECloneUnconscious|
IDLE|0x100c673|EDECloneCommonIdle|
IDLE|0x100c234|EmergeReveal|
IDLE|0x100aa2c|SpecialIdleClimbBipAlt|
IDLE|0x1009400|SpecialIdleClimbBip|
IDLE|0x10093a1|SpecialIdleClimbElevator|
IDLE|0x1009390|Burrow|
IDLE|0x100839b|STCannibal|
IDLE|0x100839a|STIntimidate|
IDLE|0x1008399|STLookdown|
IDLE|0x1008398|STLookleft|
IDLE|0x1008397|STLookright|
IDLE|0x1008396|STLookup|
IDLE|0x1008395|SCLooks|
IDLE|0x100468a|Emerge|
PACK|0x100e166|NVDLC04EDEMoveToPlayerCommissary06|
